name	value
ENSPTRT00000016624.2	RASL10B
ENSPTRT00000046815.4	AP2B1
ENSPTRT00000016621.3	PEX12
ENSPTRT00000072296.1	SLFN14
ENSPTRT00000048617.4	SLFN12L
ENSPTRT00000075366.1	SLFN12L
ENSPTRT00000016620.4	SLFN13
ENSPTRT00000016618.5	SLFN12
ENSPTRT00000016617.1	SLFN11
ENSPTRT00000016615.6	SLFN5
ENSPTRT00000073375.1	SLFN5
ENSPTRT00000016613.4	UNC45B
ENSPTRT00000016610.5	NLE1
ENSPTRT00000016609.2	FNDC8
ENSPTRT00000048018.3	RAD51D
ENSPTRT00000016601.3	RFFL
ENSPTRT00000016599.4	LIG3
ENSPTRT00000016598.4	LIG3
ENSPTRT00000016597.3	ZNF830
ENSPTRT00000049933.3	CCT6B
ENSPTRT00000074452.1	CCT6B
ENSPTRT00000042091.3	CCT6B
ENSPTRT00000016595.4	TMEM132E
ENSPTRT00000016594.3	CCL1
ENSPTRT00000016591.2	CCL8
ENSPTRT00000016590.1	CCL11
ENSPTRT00000016589.3	CCL7
ENSPTRT00000016588.3	CCL2
ENSPTRT00000071328.1	5S_rRNA
ENSPTRT00000016585.4	ASIC2
ENSPTRT00000016580.5	TMEM98
ENSPTRT00000016578.3	MYO1D
ENSPTRT00000059758.2	CDK5R1
ENSPTRT00000016575.1	PSMD11
ENSPTRT00000067588.1	ZNF207
ENSPTRT00000068935.2	ptr-mir-632
ENSPTRT00000016571.4	C17H17orf75
ENSPTRT00000046615.4	RHBDL3
ENSPTRT00000016567.3	RHOT1
ENSPTRT00000016559.3	SUZ12
ENSPTRT00000070227.1	5S_rRNA
ENSPTRT00000016552.6	UTP6
ENSPTRT00000016550.3	COPRS
ENSPTRT00000059756.3	COPRS
ENSPTRT00000054433.2	ptr-mir-365-2
ENSPTRT00000054484.1	ptr-mir-193a
ENSPTRT00000016548.3	RAB11FIP4
ENSPTRT00000016543.3	NF1
ENSPTRT00000016546.3	EVI2B
ENSPTRT00000072575.1	EVI2B
ENSPTRT00000016545.4	OMG
ENSPTRT00000016536.3	RNF135
ENSPTRT00000016534.4	ADAP2
ENSPTRT00000016532.3	TEFM
ENSPTRT00000016530.2	ATAD5
ENSPTRT00000016529.5	CRLF3
ENSPTRT00000016528.4	GOSR1
ENSPTRT00000016526.4	CPD
ENSPTRT00000075935.1	CPD
ENSPTRT00000016525.5	TMIGD1
ENSPTRT00000064872.1	TMIGD1
ENSPTRT00000016524.4	BLMH
ENSPTRT00000075378.1	BLMH
ENSPTRT00000016523.3	SLC6A4
ENSPTRT00000016522.2	NSRP1
ENSPTRT00000066011.2	NSRP1
ENSPTRT00000076131.1	NSRP1
ENSPTRT00000067937.2	EFCAB5
ENSPTRT00000016519.2	SSH2
ENSPTRT00000016517.4	CORO6
ENSPTRT00000044022.3	ANKRD13B
ENSPTRT00000067903.1	GIT1
ENSPTRT00000016511.3	GIT1
ENSPTRT00000016512.5	GIT1
ENSPTRT00000016510.5	TP53I13
ENSPTRT00000059752.2	TP53I13
ENSPTRT00000016506.4	ABHD15
ENSPTRT00000016503.4	TAOK1
ENSPTRT00000073529.1	TAOK1
ENSPTRT00000016502.4	NUFIP2
ENSPTRT00000016501.1	CRYBA1
ENSPTRT00000063822.2	MYO18A
ENSPTRT00000073126.1	TIAF1
ENSPTRT00000016496.3	PIPOX
ENSPTRT00000016493.5	SEZ6
ENSPTRT00000016490.3	PHF12
ENSPTRT00000016489.5	PHF12
ENSPTRT00000016488.3	DHRS13
ENSPTRT00000066547.1	FLOT2
ENSPTRT00000016486.3	FLOT2
ENSPTRT00000054406.1	ptr-mir-144
ENSPTRT00000054363.1	ptr-mir-451
ENSPTRT00000016485.2	ERAL1
ENSPTRT00000016484.4	FAM222B
ENSPTRT00000016480.4	TRAF4
ENSPTRT00000016478.2	NEK8
ENSPTRT00000067529.2	TLCD1
ENSPTRT00000016476.3	TLCD1
ENSPTRT00000016474.4	RAB34
ENSPTRT00000016472.5	PROCA1
ENSPTRT00000016468.4	SUPT6H
ENSPTRT00000016470.5	SUPT6H
ENSPTRT00000016466.1	SDF2
ENSPTRT00000016464.4	KIAA0100
ENSPTRT00000016461.2	SPAG5
ENSPTRT00000016458.3	ALDOC
ENSPTRT00000016457.5	PIGS
ENSPTRT00000075174.1	UNC119
ENSPTRT00000016454.3	UNC119
ENSPTRT00000016453.2	FOXN1
ENSPTRT00000016450.4	SLC13A2
ENSPTRT00000016446.5	SARM1
ENSPTRT00000016445.2	VTN
ENSPTRT00000074740.1	SEBOX
ENSPTRT00000016444.1	SEBOX
ENSPTRT00000016443.1	TMEM199
ENSPTRT00000065595.1	TMEM199
ENSPTRT00000016439.3	TNFAIP1
ENSPTRT00000016437.4	IFT20
ENSPTRT00000016436.3	IFT20
ENSPTRT00000016433.5	TMEM220
ENSPTRT00000016427.4	NLK
ENSPTRT00000016418.3	NOS2
ENSPTRT00000059734.3	NOS2
ENSPTRT00000016419.4	NOS2
ENSPTRT00000016316.3	LGALS9
ENSPTRT00000074240.1	TBC1D29
ENSPTRT00000075103.1	TBC1D29
ENSPTRT00000016404.3	WSB1
ENSPTRT00000016406.4	WSB1
ENSPTRT00000073756.1	WSB1
ENSPTRT00000073111.1	C17orf51
ENSPTRT00000075534.1	C17orf51
ENSPTRT00000016398.5	MAP2K3
ENSPTRT00000016394.4	TMEM11
ENSPTRT00000016392.1	DHRS7B
ENSPTRT00000016393.4	DHRS7B
ENSPTRT00000016391.6	USP22
ENSPTRT00000016370.5	SPECC1
ENSPTRT00000016368.3	AKAP10
ENSPTRT00000064106.2	AKAP10
ENSPTRT00000047392.2	ULK2
ENSPTRT00000016363.4	ALDH3A1
ENSPTRT00000016360.4	SLC47A2
ENSPTRT00000016358.6	ALDH3A2
ENSPTRT00000064792.2	SLC47A1
ENSPTRT00000016351.3	MAPK7
ENSPTRT00000016347.3	B9D1
ENSPTRT00000016345.4	EPN2
ENSPTRT00000068140.2	SLC5A10
ENSPTRT00000016341.4	FAM83G
ENSPTRT00000016334.1	PRPSAP2
ENSPTRT00000047147.4	FAM18B1
ENSPTRT00000016330.3	FBXW10
ENSPTRT00000072747.1	TRIM16
ENSPTRT00000016308.3	SHMT1
ENSPTRT00000016304.4	SMCR8
ENSPTRT00000045819.3	TOP3A
ENSPTRT00000016301.4	MIEF2
ENSPTRT00000016300.4	FLII
ENSPTRT00000076109.1	FLII
ENSPTRT00000050457.4	FLII
ENSPTRT00000047151.3	LLGL1
ENSPTRT00000064121.1	ALKBH5
ENSPTRT00000073549.1	ALKBH5
ENSPTRT00000046385.3	ALKBH5
ENSPTRT00000016288.4	DRG2
ENSPTRT00000016287.3	GID4
ENSPTRT00000064048.1	GID4
ENSPTRT00000016286.3	ATPAF2
ENSPTRT00000044638.4	LRRC48
ENSPTRT00000050022.4	TOM1L2
ENSPTRT00000054665.1	ptr-mir-33b
ENSPTRT00000016272.3	RAI1
ENSPTRT00000016269.3	PEMT
ENSPTRT00000016266.3	RASD1
ENSPTRT00000016265.1	MED9
ENSPTRT00000059705.1	NT5M
ENSPTRT00000016263.4	COPS3
ENSPTRT00000016259.3	PLD6
ENSPTRT00000073210.1	PLD6
ENSPTRT00000016254.5	MPRIP
ENSPTRT00000016253.3	TNFRSF13B
ENSPTRT00000016252.3	TNFRSF13B
ENSPTRT00000016197.3	TVP23B
ENSPTRT00000073554.1	CDRT4
ENSPTRT00000016196.3	CDRT4
ENSPTRT00000016194.3	TEKT3
ENSPTRT00000016192.3	PMP22
ENSPTRT00000046885.1	HS3ST3B1
ENSPTRT00000016189.3	COX10
ENSPTRT00000016188.1	HS3ST3A1
ENSPTRT00000016187.4	ELAC2
ENSPTRT00000016184.5	ARHGAP44
ENSPTRT00000016179.4	MYOCD
ENSPTRT00000016172.4	MAP2K4
ENSPTRT00000061308.1	ptr-mir-744
ENSPTRT00000016170.2	ZNF18
ENSPTRT00000043834.2	DNAH9
ENSPTRT00000059691.3	SHISA6
ENSPTRT00000051609.1	5S_rRNA
ENSPTRT00000075720.1	PIRT
ENSPTRT00000016154.3	TMEM220
ENSPTRT00000075960.1	TMEM220
ENSPTRT00000016153.3	ADPRM
ENSPTRT00000016152.4	SCO1
ENSPTRT00000016151.3	MYH3
ENSPTRT00000016144.4	MYH2
ENSPTRT00000016146.5	MYH1
ENSPTRT00000016143.3	MYH4
ENSPTRT00000016142.4	MYH8
ENSPTRT00000016150.5	MYH8
ENSPTRT00000016134.4	GAS7
ENSPTRT00000016131.3	RCVRN
ENSPTRT00000016130.4	GLP2R
ENSPTRT00000065097.2	GSG1L2
ENSPTRT00000016127.4	DHRS7C
ENSPTRT00000050205.4	USP43
ENSPTRT00000016117.2	CFAP52
ENSPTRT00000066524.1	CFAP52
ENSPTRT00000044396.2	CFAP52
ENSPTRT00000016113.2	STX8
ENSPTRT00000016112.5	NTN1
ENSPTRT00000016111.4	PIK3R5
ENSPTRT00000016107.4	MFSD6L
ENSPTRT00000016106.3	SPDYE4
ENSPTRT00000016102.2	CCDC42
ENSPTRT00000075251.1	CCDC42
ENSPTRT00000016100.4	MYH10
ENSPTRT00000016097.4	NDEL1
ENSPTRT00000016095.2	RNF222
ENSPTRT00000016094.5	RPL26
ENSPTRT00000016091.1	ODF4
ENSPTRT00000049564.3	ARHGEF15
ENSPTRT00000076107.1	ARHGEF15
ENSPTRT00000016087.5	SLC25A35
ENSPTRT00000016088.4	RANGRF
ENSPTRT00000016086.3	PFAS
ENSPTRT00000072582.1	PFAS
ENSPTRT00000016084.4	CTC1
ENSPTRT00000075576.1	CTC1
ENSPTRT00000016079.3	AURKB
ENSPTRT00000072994.1	AURKB
ENSPTRT00000016078.3	BORCS6
ENSPTRT00000016076.5	TMEM107
ENSPTRT00000016074.5	VAMP2
ENSPTRT00000065517.2	VAMP2
ENSPTRT00000064585.2	PER1
ENSPTRT00000016072.4	PER1
ENSPTRT00000016071.3	HES7
ENSPTRT00000016070.4	ALOXE3
ENSPTRT00000016069.3	ALOX12B
ENSPTRT00000016065.4	ALOX15B
ENSPTRT00000043408.3	ALOX15B
ENSPTRT00000016064.4	ALOX15B
ENSPTRT00000017208.3	SPOP
ENSPTRT00000017209.4	SLC35B1
ENSPTRT00000017210.3	FAM117A
ENSPTRT00000017211.4	KAT7
ENSPTRT00000017213.2	TAC4
ENSPTRT00000017216.3	DLX4
ENSPTRT00000017217.3	DLX3
ENSPTRT00000017219.4	ITGA3
ENSPTRT00000017220.3	PDK2
ENSPTRT00000017221.3	SAMD14
ENSPTRT00000017226.4	SGCA
ENSPTRT00000017231.4	COL1A1
ENSPTRT00000017234.4	TMEM92
ENSPTRT00000061785.1	XYLT2
ENSPTRT00000017237.4	MRPL27
ENSPTRT00000017239.3	EME1
ENSPTRT00000017241.3	LRRC59
ENSPTRT00000017243.4	ACSF2
ENSPTRT00000017244.3	CHAD
ENSPTRT00000017245.2	RSAD1
ENSPTRT00000017246.5	MYCBPAP
ENSPTRT00000017248.4	SPATA20
ENSPTRT00000017252.4	CACNA1G
ENSPTRT00000017261.3	ABCC3
ENSPTRT00000017264.4	ANKRD40
ENSPTRT00000017266.3	LUC7L3
ENSPTRT00000067930.2	WFIKKN2
ENSPTRT00000017271.3	TOB1
ENSPTRT00000047892.4	SPAG9
ENSPTRT00000017279.4	NME1
ENSPTRT00000017284.4	MBTD1
ENSPTRT00000017287.2	CA10
ENSPTRT00000017288.4	CA10
ENSPTRT00000017289.5	KIF2B
ENSPTRT00000017291.2	TOM1L1
ENSPTRT00000017292.3	COX11
ENSPTRT00000059662.2	STXBP4
ENSPTRT00000017294.3	HLF
ENSPTRT00000017295.2	MMD
ENSPTRT00000017296.4	TMEM100
ENSPTRT00000059660.3	PCTP
ENSPTRT00000017299.4	ANKFN1
ENSPTRT00000017301.4	NOG
ENSPTRT00000064906.2	C17orf67
ENSPTRT00000017302.2	DGKE
ENSPTRT00000017303.4	TRIM25
ENSPTRT00000017305.3	COIL
ENSPTRT00000017306.5	SCPEP1
ENSPTRT00000017308.3	AKAP1
ENSPTRT00000017312.4	MSI2
ENSPTRT00000017316.1	CCDC182
ENSPTRT00000017317.4	MRPS23
ENSPTRT00000017318.1	CUEDC1
ENSPTRT00000017319.3	VEZF1
ENSPTRT00000017320.4	SRSF1
ENSPTRT00000017321.4	DYNLL2
ENSPTRT00000059653.3	OR4D1
ENSPTRT00000017323.4	EPX
ENSPTRT00000017324.3	MKS1
ENSPTRT00000017327.4	LPO
ENSPTRT00000017328.3	MPO
ENSPTRT00000049923.3	TSPOAP1
ENSPTRT00000054515.1	ptr-mir-142
ENSPTRT00000017336.3	SUPT4H1
ENSPTRT00000064837.1	RNF43
ENSPTRT00000017338.4	HSF5
ENSPTRT00000075911.1	HSF5
ENSPTRT00000017339.3	MTMR4
ENSPTRT00000017340.5	SEPT4
ENSPTRT00000017342.3	C17H17orf47
ENSPTRT00000017345.4	TEX14
ENSPTRT00000017347.2	RAD51C
ENSPTRT00000017348.5	PPM1E
ENSPTRT00000074808.1	PPM1E
ENSPTRT00000017350.3	TRIM37
ENSPTRT00000017352.4	SKA2
ENSPTRT00000060722.1	ptr-mir-454
ENSPTRT00000054254.1	ptr-mir-301a
ENSPTRT00000017357.3	PRR11
ENSPTRT00000017358.5	SMG8
ENSPTRT00000017359.4	GDPD1
ENSPTRT00000017361.5	YPEL2
ENSPTRT00000017364.4	DHX40
ENSPTRT00000017365.4	CLTC
ENSPTRT00000017368.2	PTRH2
ENSPTRT00000017369.3	VMP1
ENSPTRT00000054415.2	ptr-mir-21
ENSPTRT00000043621.2	TUBD1
ENSPTRT00000017373.4	RPS6KB1
ENSPTRT00000017375.3	RNFT1
ENSPTRT00000017381.4	HEATR6
ENSPTRT00000017382.3	CA4
ENSPTRT00000017384.2	USP32
ENSPTRT00000017386.4	C17H17orf64
ENSPTRT00000017387.3	APPBP2
ENSPTRT00000063889.2	PPM1D
ENSPTRT00000047204.3	BCAS3
ENSPTRT00000017394.3	TBX2
ENSPTRT00000017396.3	TBX4
ENSPTRT00000017397.2	NACA2
ENSPTRT00000017398.2	BRIP1
ENSPTRT00000076345.1	INTS2
ENSPTRT00000017405.5	INTS2
ENSPTRT00000065721.1	MED13
ENSPTRT00000017419.2	EFCAB3
ENSPTRT00000017422.5	METTL2A
ENSPTRT00000074270.1	METTL2A
ENSPTRT00000017425.5	TLK2
ENSPTRT00000017430.4	MRC2
ENSPTRT00000017432.3	MARCH10
ENSPTRT00000061453.1	ptr-mir-633
ENSPTRT00000017436.4	TANC2
ENSPTRT00000017440.3	ACE
ENSPTRT00000049041.3	ACE
ENSPTRT00000045491.4	CYB561
ENSPTRT00000017444.4	KCNH6
ENSPTRT00000017446.3	DCAF7
ENSPTRT00000017447.3	TACO1
ENSPTRT00000017452.5	MAP3K3
ENSPTRT00000017454.3	LIMD2
ENSPTRT00000017457.4	STRADA
ENSPTRT00000017460.5	CCDC47
ENSPTRT00000017464.4	DDX42
ENSPTRT00000017466.3	FTSJ3
ENSPTRT00000064665.2	PSMC5
ENSPTRT00000017471.4	SMARCD2
ENSPTRT00000064848.1	GH1
ENSPTRT00000061708.2	PL-B
ENSPTRT00000066762.2	PL-B
ENSPTRT00000066981.2	PL-B
ENSPTRT00000017482.4	CD79B
ENSPTRT00000017486.4	SCN4A
ENSPTRT00000074313.1	PRR29
ENSPTRT00000017489.4	ICAM2
ENSPTRT00000017490.5	ERN1
ENSPTRT00000017493.3	TEX2
ENSPTRT00000059603.3	PECAM1
ENSPTRT00000017495.5	MILR1
ENSPTRT00000017496.4	POLG2
ENSPTRT00000017501.4	DDX5
ENSPTRT00000017502.5	CEP95
ENSPTRT00000017504.5	SMURF2
ENSPTRT00000017511.4	GNA13
ENSPTRT00000076189.1	GNA13
ENSPTRT00000017513.6	RGS9
ENSPTRT00000017519.3	AXIN2
ENSPTRT00000017523.4	CEP112
ENSPTRT00000017524.3	APOH
ENSPTRT00000071962.1	5S_rRNA
ENSPTRT00000017527.6	PRKCA
ENSPTRT00000071163.1	5S_rRNA
ENSPTRT00000054593.1	ptr-mir-634
ENSPTRT00000017530.2	CACNG5
ENSPTRT00000067891.1	CACNG5
ENSPTRT00000067035.1	CACNG4
ENSPTRT00000017532.4	CACNG1
ENSPTRT00000017533.5	HELZ
ENSPTRT00000052265.1	5S_rRNA
ENSPTRT00000047090.4	PSMD12
ENSPTRT00000017538.3	PITPNC1
ENSPTRT00000017541.3	NOL11
ENSPTRT00000017546.5	BPTF
ENSPTRT00000017548.4	C17orf58
ENSPTRT00000051051.4	AMZ2
ENSPTRT00000043889.4	ARSG
ENSPTRT00000017557.3	SLC16A6
ENSPTRT00000017561.3	WIPI1
ENSPTRT00000054783.1	ptr-mir-635
ENSPTRT00000049048.4	PRKAR1A
ENSPTRT00000017563.2	FAM20A
ENSPTRT00000059578.2	FAM20A
ENSPTRT00000044258.3	ABCA8
ENSPTRT00000017566.3	ABCA9
ENSPTRT00000017571.3	ABCA6
ENSPTRT00000017580.5	ABCA5
ENSPTRT00000046731.3	MAP2K6
ENSPTRT00000017582.4	KCNJ16
ENSPTRT00000017585.5	KCNJ2
ENSPTRT00000017587.2	SOX9
ENSPTRT00000017588.4	SLC39A11
ENSPTRT00000017589.3	SSTR2
ENSPTRT00000017591.3	COG1
ENSPTRT00000075318.1	COG1
ENSPTRT00000065543.1	FAM104A
ENSPTRT00000017596.5	C17H17orf80
ENSPTRT00000017597.4	CPSF4L
ENSPTRT00000017599.4	CDC42EP4
ENSPTRT00000017604.4	SDK2
ENSPTRT00000049947.4	RPL38
ENSPTRT00000017609.2	TTYH2
ENSPTRT00000017610.4	DNAI2
ENSPTRT00000059567.2	BTBD17
ENSPTRT00000017612.2	GPR142
ENSPTRT00000051162.1	5S_rRNA
ENSPTRT00000017619.4	GPRC5C
ENSPTRT00000046929.2	CD300A
ENSPTRT00000017624.2	CD300LB
ENSPTRT00000017625.2	CD300C
ENSPTRT00000059565.1	CD300LD
ENSPTRT00000017627.4	CD300E
ENSPTRT00000017638.2	CD300LF
ENSPTRT00000017629.4	RAB37
ENSPTRT00000017639.4	SLC9A3R1
ENSPTRT00000046549.3	NAT9
ENSPTRT00000017642.4	TMEM104
ENSPTRT00000017643.3	GRIN2C
ENSPTRT00000017646.4	FDXR
ENSPTRT00000017647.4	FADS6
ENSPTRT00000017648.3	USH1G
ENSPTRT00000017649.4	OTOP2
ENSPTRT00000017651.3	OTOP3
ENSPTRT00000017653.5	HID1
ENSPTRT00000017659.4	CDR2L
ENSPTRT00000017661.2	MRPL58
ENSPTRT00000075747.1	ATP5H
ENSPTRT00000017664.4	ATP5H
ENSPTRT00000017663.3	ATP5H
ENSPTRT00000017665.4	KCTD2
ENSPTRT00000014128.4	KCTD2
ENSPTRT00000017667.3	SLC16A5
ENSPTRT00000017669.2	ARMC7
ENSPTRT00000017670.2	NT5C
ENSPTRT00000045576.4	HN1
ENSPTRT00000072358.1	SUMO2
ENSPTRT00000017675.2	NUP85
ENSPTRT00000017677.4	GGA3
ENSPTRT00000017679.3	MRPS7
ENSPTRT00000017681.4	MIF4GD
ENSPTRT00000017682.3	SLC25A19
ENSPTRT00000017683.4	GRB2
ENSPTRT00000047985.4	TMEM94
ENSPTRT00000059548.4	TMEM94
ENSPTRT00000017689.2	CASKIN2
ENSPTRT00000017690.4	TSEN54
ENSPTRT00000017691.3	LLGL2
ENSPTRT00000017700.4	RECQL5
ENSPTRT00000059544.3	SMIM5
ENSPTRT00000049320.3	SAP30BP
ENSPTRT00000017707.3	ITGB4
ENSPTRT00000017709.4	GALK1
ENSPTRT00000017710.3	H3F3B
ENSPTRT00000017711.6	UNK
ENSPTRT00000017713.5	UNC13D
ENSPTRT00000017716.4	WBP2
ENSPTRT00000017718.2	TRIM47
ENSPTRT00000017720.4	TRIM65
ENSPTRT00000017721.3	MRPL38
ENSPTRT00000017722.5	FBF1
ENSPTRT00000017725.3	ACOX1
ENSPTRT00000064595.2	TEN1
ENSPTRT00000017727.4	CDK3
ENSPTRT00000017734.4	EVPL
ENSPTRT00000050943.3	SRP68
ENSPTRT00000017739.2	GALR2
ENSPTRT00000017740.5	ZACN
ENSPTRT00000017741.6	EXOC7
ENSPTRT00000017749.4	FOXJ1
ENSPTRT00000017754.3	RNF157
ENSPTRT00000017755.4	UBALD2
ENSPTRT00000017758.2	QRICH2
ENSPTRT00000017759.5	PRPSAP1
ENSPTRT00000017761.5	SPHK1
ENSPTRT00000017763.4	UBE2O
ENSPTRT00000017765.3	AANAT
ENSPTRT00000017766.4	RHBDF2
ENSPTRT00000017768.4	CYGB
ENSPTRT00000066606.1	PRCD
ENSPTRT00000061638.2	ST6GALNAC2
ENSPTRT00000017773.4	ST6GALNAC1
ENSPTRT00000059530.3	MXRA7
ENSPTRT00000075383.1	MXRA7
ENSPTRT00000043345.3	MXRA7
ENSPTRT00000017777.4	MXRA7
ENSPTRT00000017779.5	JMJD6
ENSPTRT00000017781.5	METTL23
ENSPTRT00000017782.4	METTL23
ENSPTRT00000047227.4	SRSF2
ENSPTRT00000050790.4	MFSD11
ENSPTRT00000017793.4	MGAT5B
ENSPTRT00000065987.2	SEC14L1
ENSPTRT00000017804.5	TNRC6C
ENSPTRT00000017808.6	TMC6
ENSPTRT00000017810.5	TMC8
ENSPTRT00000017812.3	C17H17orf99
ENSPTRT00000074983.1	C17H17orf99
ENSPTRT00000017814.5	TK1
ENSPTRT00000017815.4	AFMID
ENSPTRT00000017816.3	BIRC5
ENSPTRT00000017822.3	SOCS3
ENSPTRT00000017827.4	PGS1
ENSPTRT00000017836.4	CYTH1
ENSPTRT00000017837.3	USP36
ENSPTRT00000076149.1	TIMP2
ENSPTRT00000017843.1	KIAA1731NL
ENSPTRT00000017844.3	LGALS3BP
ENSPTRT00000072327.1	LGALS3BP
ENSPTRT00000059505.3	CANT1
ENSPTRT00000075699.1	C1QTNF1
ENSPTRT00000017848.3	C1QTNF1
ENSPTRT00000017852.4	ENGASE
ENSPTRT00000017856.4	RBFOX3
ENSPTRT00000017863.3	ENPP7
ENSPTRT00000017865.4	CBX2
ENSPTRT00000017866.4	CBX8
ENSPTRT00000072922.1	CBX4
ENSPTRT00000017870.2	TBC1D16
ENSPTRT00000017875.3	CCDC40
ENSPTRT00000043482.4	GAA
ENSPTRT00000017878.5	EIF4A3
ENSPTRT00000017884.3	CARD14
ENSPTRT00000017887.3	SGSH
ENSPTRT00000017888.3	SLC26A11
ENSPTRT00000017901.4	RNF213
ENSPTRT00000017903.5	ENDOV
ENSPTRT00000017905.4	NPTX1
ENSPTRT00000017907.3	RPTOR
ENSPTRT00000017910.4	CHMP6
ENSPTRT00000017912.3	BAIAP2
ENSPTRT00000054704.1	ptr-mir-657
ENSPTRT00000068688.1	ptr-mir-1250
ENSPTRT00000017923.4	CEP131
ENSPTRT00000017924.3	ENTHD2
ENSPTRT00000017925.4	ENTHD2
ENSPTRT00000074125.1	C17H17orf89
ENSPTRT00000017930.2	TMEM105
ENSPTRT00000066289.2	BAHCC1
ENSPTRT00000059482.3	FSCN2
ENSPTRT00000017938.5	FAAP100
ENSPTRT00000017940.4	NPLOC4
ENSPTRT00000017941.5	TSPAN10
ENSPTRT00000074518.1	TSPAN10
ENSPTRT00000059477.1	OXLD1
ENSPTRT00000057943.3	ARL16
ENSPTRT00000017946.3	HGS
ENSPTRT00000017953.4	PPP1R27
ENSPTRT00000065385.2	GCGR
ENSPTRT00000074554.1	MCRIP1
ENSPTRT00000017954.3	P4HB
ENSPTRT00000017955.3	ARHGDIA
ENSPTRT00000074158.1	ARHGDIA
ENSPTRT00000017956.4	ALYREF
ENSPTRT00000050942.3	ANAPC11
ENSPTRT00000017958.4	ANAPC11
ENSPTRT00000017959.5	PCYT2
ENSPTRT00000017960.5	SIRT7
ENSPTRT00000059474.2	MAFG
ENSPTRT00000045179.3	PYCR1
ENSPTRT00000017965.3	NOTUM
ENSPTRT00000017970.4	ASPSCR1
ENSPTRT00000017972.4	LRRC45
ENSPTRT00000017974.3	DCXR
ENSPTRT00000017979.5	DUS1L
ENSPTRT00000017980.4	FASN
ENSPTRT00000017985.5	SLC16A3
ENSPTRT00000017987.4	CSNK1D
ENSPTRT00000017990.3	CD7
ENSPTRT00000017991.3	SECTM1
ENSPTRT00000017992.4	TEX19
ENSPTRT00000017993.1	UTS2R
ENSPTRT00000050733.3	OGFOD3
ENSPTRT00000017997.3	OGFOD3
ENSPTRT00000018000.5	HEXDC
ENSPTRT00000017999.5	HEXDC
ENSPTRT00000018005.6	NARF
ENSPTRT00000018012.4	FOXK2
ENSPTRT00000018013.4	WDR45B
ENSPTRT00000018015.4	RAB40B
ENSPTRT00000018016.4	FN3KRP
ENSPTRT00000018017.4	FN3K
ENSPTRT00000018021.5	TBCD
ENSPTRT00000018026.3	ZNF750
ENSPTRT00000018027.2	B3GNTL1
ENSPTRT00000018170.3	ZNF519
ENSPTRT00000066095.2	MC2R
ENSPTRT00000056739.3	RNMT
ENSPTRT00000018164.5	FAM210A
ENSPTRT00000049903.3	LDLRAD4
ENSPTRT00000018160.4	CEP192
ENSPTRT00000018158.5	SEH1L
ENSPTRT00000018156.5	PTPN2
ENSPTRT00000018152.2	PSMG2
ENSPTRT00000075272.1	PSMG2
ENSPTRT00000018149.3	CEP76
ENSPTRT00000075163.1	CEP76
ENSPTRT00000018148.4	SPIRE1
ENSPTRT00000018145.3	PRELID3A
ENSPTRT00000018144.4	AFG3L2
ENSPTRT00000073478.1	AFG3L2
ENSPTRT00000018143.3	TUBB6
ENSPTRT00000062480.3	TUBB6
ENSPTRT00000018139.5	ANKRD62
ENSPTRT00000075871.1	ANKRD62
ENSPTRT00000018136.4	IMPA2
ENSPTRT00000056732.3	IMPA2
ENSPTRT00000018132.5	MPPE1
ENSPTRT00000018130.3	GNAL
ENSPTRT00000018121.5	PIEZO2
ENSPTRT00000018119.4	NAPG
ENSPTRT00000050872.3	APCDD1
ENSPTRT00000018117.2	VAPA
ENSPTRT00000018116.2	VAPA
ENSPTRT00000069412.1	5S_rRNA
ENSPTRT00000047991.3	TXNDC2
ENSPTRT00000072662.1	RAB31
ENSPTRT00000018113.4	RAB31
ENSPTRT00000072203.1	5S_rRNA
ENSPTRT00000018112.4	PPP4R1
ENSPTRT00000072886.1	PPP4R1
ENSPTRT00000056728.2	RALBP1
ENSPTRT00000076276.1	RALBP1
ENSPTRT00000018110.6	TWSG1
ENSPTRT00000018109.4	ANKRD12
ENSPTRT00000018107.4	NDUFV2
ENSPTRT00000049391.4	MTCL1
ENSPTRT00000018103.4	RAB12
ENSPTRT00000018101.4	PTPRM
ENSPTRT00000056723.1	LRRC30
ENSPTRT00000018099.5	LAMA1
ENSPTRT00000074952.1	LAMA1
ENSPTRT00000045995.5	ARHGAP28
ENSPTRT00000018088.3	L3MBTL4
ENSPTRT00000056712.2	TMEM200C
ENSPTRT00000018085.3	EPB41L3
ENSPTRT00000056710.2	ZBTB14
ENSPTRT00000075166.1	AKAIN1
ENSPTRT00000018079.2	DLGAP1
ENSPTRT00000018072.3	TGIF1
ENSPTRT00000018070.2	MYL12B
ENSPTRT00000018069.3	MYL12A
ENSPTRT00000065185.2	MYOM1
ENSPTRT00000048007.3	MYOM1
ENSPTRT00000018067.5	MYOM1
ENSPTRT00000018066.2	LPIN2
ENSPTRT00000018065.3	EMILIN2
ENSPTRT00000018064.4	EMILIN2
ENSPTRT00000074035.1	SMCHD1
ENSPTRT00000018063.4	SMCHD1
ENSPTRT00000018061.4	NDC80
ENSPTRT00000018059.3	METTL4
ENSPTRT00000031746.5	DCP2
ENSPTRT00000018053.3	ADCYAP1
ENSPTRT00000018052.4	YES1
ENSPTRT00000018048.4	ENOSF1
ENSPTRT00000018044.3	TYMS
ENSPTRT00000018045.4	TYMS
